country_raw,year,readiness_rank,readiness_score,era,iso3,n_countries_that_year,percentile_rank,percentile_rank_higher_is_better,score_percentile_within_year,tier
Bolivia,2022,124,32.55578829,0,BOL,181,0.6850828729281768,0.3149171270718232,0.32044198895027626,Bottom
United Republic of Tanzania,2022,125,32.49772202,0,TZA,181,0.6906077348066298,0.30939226519337015,0.3149171270718232,Bottom
Myanmar,2022,126,32.44565026,0,MMR,181,0.6961325966850829,0.30386740331491713,0.30939226519337015,Bottom
Gabon,2022,127,32.42445285,0,GAB,181,0.7016574585635359,0.2983425414364641,0.30386740331491713,Bottom
Turkmenistan,2022,128,31.94984039,0,TKM,181,0.7071823204419889,0.2928176795580111,0.2983425414364641,Bottom
Lao People's Democratic Republic,2022,129,31.71862863,0,LAO,181,0.712707182320442,0.28729281767955805,0.292817679558011,Bottom
Cuba,2022,130,31.5867537,0,CUB,181,0.7182320441988951,0.2817679558011049,0.287292817679558,Bottom
Iraq,2022,131,31.52182498,0,IRQ,181,0.7237569060773481,0.2762430939226519,0.281767955801105,Bottom
Cambodia,2022,132,31.1652904,0,KHM,181,0.7292817679558011,0.27071823204419887,0.27624309392265195,Bottom
Vanuatu,2022,133,31.10658853,0,VUT,181,0.7348066298342542,0.26519337016574585,0.27071823204419887,Bottom
Honduras,2022,134,31.04337178,0,HND,181,0.7403314917127072,0.2596685082872928,0.26519337016574585,Bottom
El Salvador,2022,135,30.95748673,0,SLV,181,0.7458563535911602,0.2541436464088398,0.2596685082872928,Bottom
Côte D'Ivoire,2022,136,30.95367673,0,CIV,181,0.7513812154696132,0.24861878453038677,0.2541436464088398,Bottom
Timor-Leste,2022,137,30.86326755,0,TLS,181,0.7569060773480663,0.24309392265193375,0.24861878453038674,Bottom
Cameroon,2022,138,30.76487031,0,CMR,181,0.7624309392265194,0.2375690607734806,0.2430939226519337,Bottom
Nepal,2022,139,30.75440133,0,NPL,181,0.7679558011049724,0.2320441988950276,0.23756906077348067,Bottom
Solomon Islands,2022,140,30.57767234,0,SLB,181,0.7734806629834254,0.22651933701657456,0.23204419889502761,Bottom
Papua New Guinea,2022,141,30.5489561,0,PNG,181,0.7790055248618785,0.22099447513812154,0.2265193370165746,Bottom
Samoa,2022,142,30.11334049,0,WSM,181,0.7845303867403315,0.2154696132596685,0.22099447513812154,Bottom
Belize,2022,143,29.98340518,0,BLZ,181,0.7900552486187845,0.2099447513812155,0.2154696132596685,Bottom
Djibouti,2022,144,29.84752363,0,DJI,181,0.7955801104972375,0.20441988950276246,0.20994475138121546,Bottom
Togo,2022,145,29.8249018,0,TGO,181,0.8011049723756906,0.19889502762430944,0.20441988950276244,Bottom
Zambia,2022,146,29.63139333,0,ZMB,181,0.8066298342541437,0.1933701657458563,0.19889502762430938,Bottom
Venezuela,2022,147,29.32769227,0,VEN,181,0.8121546961325967,0.18784530386740328,0.19337016574585636,Bottom
Zimbabwe,2022,148,29.26484257,0,ZWE,181,0.8176795580110497,0.18232044198895025,0.1878453038674033,Bottom
Libya,2022,149,28.8386696,0,LBY,181,0.8232044198895028,0.17679558011049723,0.18232044198895028,Bottom
Mauritania,2022,150,28.40270536,0,MRT,181,0.8287292817679558,0.1712707182320442,0.17679558011049723,Bottom
Nicaragua,2022,151,28.33073126,0,NIC,181,0.8342541436464088,0.16574585635359118,0.1712707182320442,Bottom
Madagascar,2022,152,28.2580958,0,MDG,181,0.8397790055248618,0.16022099447513816,0.16574585635359115,Bottom
Gambia,2022,153,27.96448778,0,GMB,181,0.8453038674033149,0.15469613259668513,0.16022099447513813,Bottom
Kiribati,2022,154,27.81847565,0,KIR,181,0.850828729281768,0.149171270718232,0.15469613259668508,Bottom
Guinea,2022,155,27.81521975,0,GIN,181,0.856353591160221,0.14364640883977897,0.14917127071823205,Bottom
Sao Tome and Principe,2022,156,27.62111982,0,STP,181,0.861878453038674,0.13812154696132595,0.143646408839779,Bottom
Mali,2022,157,27.33914838,0,MLI,181,0.8674033149171271,0.13259668508287292,0.13812154696132597,Bottom
Congo,2022,158,26.20229526,0,COG,181,0.8729281767955801,0.1270718232044199,0.13259668508287292,Bottom
Burkina Faso,2022,159,26.20130301,0,BFA,181,0.8784530386740331,0.12154696132596687,0.1270718232044199,Bottom
Lesotho,2022,160,26.13355368,0,LSO,181,0.8839779005524862,0.11602209944751385,0.12154696132596685,Bottom
Eswatini,2022,161,25.45708209,0,SWZ,181,0.8895027624309392,0.11049723756906082,0.11602209944751381,Bottom
Ethiopia,2022,162,25.30098938,0,ETH,181,0.8950276243093923,0.10497237569060769,0.11049723756906077,Bottom
Angola,2022,163,24.76924364,0,AGO,181,0.9005524861878453,0.09944751381215466,0.10497237569060773,Bottom
Sierra Leone,2022,164,24.49171892,0,SLE,181,0.9060773480662984,0.09392265193370164,0.09944751381215469,Bottom
Malawi,2022,165,24.459898,0,MWI,181,0.9116022099447514,0.08839779005524862,0.09392265193370165,Bottom
Comoros,2022,166,23.81933921,0,COM,181,0.9171270718232044,0.08287292817679559,0.08839779005524862,Bottom
Niger,2022,167,23.72363429,0,NER,181,0.9226519337016574,0.07734806629834257,0.08287292817679558,Bottom
Guinea Bissau,2022,168,22.82405378,0,GNB,181,0.9281767955801105,0.07182320441988954,0.07734806629834254,Bottom
Sudan,2022,169,22.5547595,0,SDN,181,0.9337016574585635,0.06629834254143652,0.0718232044198895,Bottom
Mozambique,2022,170,22.54020961,0,MOZ,181,0.9392265193370166,0.06077348066298338,0.06629834254143646,Bottom
Liberia,2022,171,22.09001172,0,LBR,181,0.9447513812154696,0.05524861878453036,0.06077348066298342,Bottom
Chad,2022,172,20.57569578,0,TCD,181,0.9502762430939227,0.04972375690607733,0.055248618784530384,Bottom
Burundi,2022,173,20.52919336,0,BDI,181,0.9558011049723757,0.04419889502762431,0.049723756906077346,Bottom
Democratic Republic of the Congo,2022,174,20.21793742,0,COD,181,0.9613259668508287,0.03867403314917128,0.04419889502762431,Bottom
Eritrea,2022,175,20.16632518,0,ERI,181,0.9668508287292817,0.03314917127071826,0.03867403314917127,Bottom
Central African Republic,2022,176,19.90049863,0,CAF,181,0.9723756906077348,0.027624309392265234,0.03314917127071823,Bottom
South Sudan,2022,177,19.45429849,0,SSD,181,0.9779005524861878,0.02209944751381221,0.027624309392265192,Bottom
Haiti,2022,178,18.60688175,0,HTI,181,0.9834254143646409,0.016574585635359074,0.022099447513812154,Bottom
Yemen,2022,179,17.3219318,0,YEM,181,0.988950276243094,0.011049723756906049,0.016574585635359115,Bottom
Syrian Arab Republic,2022,180,16.04024825,0,SYR,181,0.994475138121547,0.0055248618784530246,0.011049723756906077,Bottom
Afghanistan,2022,181,13.45795858,0,AFG,181,1.0,0.0,0.0055248618784530384,Bottom
United States of America,2023,1,84.79617127,0,USA,193,0.0051813471502590676,0.9948186528497409,1.0,Top
Singapore,2023,2,81.97096482,0,SGP,193,0.010362694300518135,0.9896373056994818,0.9948186528497409,Top
United Kingdom of Great Britain and Northern Ireland,2023,3,78.57223041,0,GBR,193,0.015544041450777202,0.9844559585492227,0.9896373056994818,Top
Finland,2023,4,77.36514132,0,FIN,193,0.02072538860103627,0.9792746113989638,0.9844559585492227,Top
Canada,2023,5,77.0688933,0,CAN,193,0.025906735751295335,0.9740932642487047,0.9792746113989638,Top
France,2023,6,76.0747579,0,FRA,193,0.031088082901554404,0.9689119170984456,0.9740932642487047,Top
Republic of Korea,2023,7,75.64511212,0,KOR,193,0.03626943005181347,0.9637305699481865,0.9689119170984456,Top
Germany,2023,8,75.26152044,0,DEU,193,0.04145077720207254,0.9585492227979274,0.9637305699481865,Top
Japan,2023,9,75.07579217,0,JPN,193,0.046632124352331605,0.9533678756476685,0.9585492227979274,Top
Netherlands,2023,10,74.46899594,0,NLD,193,0.05181347150259067,0.9481865284974094,0.9533678756476683,Top
Denmark,2023,11,73.91202307,0,DNK,193,0.05699481865284974,0.9430051813471503,0.9481865284974094,Top
Australia,2023,12,73.8886426,0,AUS,193,0.06217616580310881,0.9378238341968912,0.9430051813471503,Top
Norway,2023,13,72.71208818,0,NOR,193,0.06735751295336788,0.9326424870466321,0.9378238341968912,Top
Sweden,2023,14,72.55428782,0,SWE,193,0.07253886010362694,0.927461139896373,0.9326424870466321,Top
Austria,2023,15,72.36579509,0,AUT,193,0.07772020725388601,0.9222797927461139,0.927461139896373,Top
China,2023,16,70.94344937,0,CHN,193,0.08290155440414508,0.917098445595855,0.9222797927461139,Top
Estonia,2023,17,70.86482958,0,EST,193,0.08808290155440414,0.9119170984455959,0.917098445595855,Top
United Arab Emirates,2023,18,70.42303308,0,ARE,193,0.09326424870466321,0.9067357512953368,0.9119170984455959,Top
Taiwan,2023,19,70.25307405,0,TWN,193,0.09844559585492228,0.9015544041450777,0.9067357512953368,Top
Ireland,2023,20,69.82192222,0,IRL,193,0.10362694300518134,0.8963730569948186,0.9015544041450777,Top
Iceland,2023,21,69.5940496,0,ISL,193,0.10880829015544041,0.8911917098445596,0.8963730569948186,Top
Luxembourg,2023,22,69.40775632,0,LUX,193,0.11398963730569948,0.8860103626943006,0.8911917098445595,Top
Malaysia,2023,23,68.7072292,0,MYS,193,0.11917098445595854,0.8808290155440415,0.8860103626943006,Top
Switzerland,2023,24,68.5683896,0,CHE,193,0.12435233160621761,0.8756476683937824,0.8808290155440415,Top
Portugal,2023,25,68.28168555,0,PRT,193,0.12953367875647667,0.8704663212435233,0.8756476683937824,Top
Italy,2023,26,67.62584509,0,ITA,193,0.13471502590673576,0.8652849740932642,0.8704663212435233,Top
Spain,2023,27,67.47437476,0,ESP,193,0.13989637305699482,0.8601036269430051,0.8652849740932642,Top
Belgium,2023,28,67.28440384,0,BEL,193,0.14507772020725387,0.8549222797927462,0.8601036269430051,Top
Saudi Arabia,2023,29,67.04188134,0,SAU,193,0.15025906735751296,0.8497409326424871,0.8549222797927462,Top
Israel,2023,30,65.4642356,0,ISR,193,0.15544041450777202,0.844559585492228,0.8497409326424871,Top
Czechia,2023,31,65.17046981,0,CZE,193,0.16062176165803108,0.8393782383419689,0.844559585492228,Top
Brazil,2023,32,63.69915943,0,BRA,193,0.16580310880829016,0.8341968911917098,0.8393782383419689,Top
Malta,2023,33,63.64436289,0,MLT,193,0.17098445595854922,0.8290155440414508,0.8341968911917098,Top
Qatar,2023,34,63.586363,0,QAT,193,0.17616580310880828,0.8238341968911918,0.8290155440414507,Top
Lithuania,2023,35,63.33225365,0,LTU,193,0.18134715025906736,0.8186528497409327,0.8238341968911918,Top
Poland,2023,36,63.09568429,0,POL,193,0.18652849740932642,0.8134715025906736,0.8186528497409327,Top
Thailand,2023,37,63.03262655,0,THA,193,0.19170984455958548,0.8082901554404145,0.8134715025906736,Top
Russian Federation,2023,38,62.92297762,0,RUS,193,0.19689119170984457,0.8031088082901554,0.8082901554404145,Top
Slovenia,2023,39,62.63475187,0,SVN,193,0.20207253886010362,0.7979274611398963,0.8031088082901554,Top
India,2023,40,62.57800735,0,IND,193,0.20725388601036268,0.7927461139896373,0.7979274611398963,Top
Chile,2023,41,61.94839002,0,CHL,193,0.21243523316062177,0.7875647668393783,0.7927461139896373,Top
Indonesia,2023,42,61.03492368,0,IDN,193,0.21761658031088082,0.7823834196891192,0.7875647668393783,Top
Cyprus,2023,43,60.84003033,0,CYP,193,0.22279792746113988,0.7772020725388601,0.7823834196891192,Top
Slovakia,2023,44,60.73476979,0,SVK,193,0.22797927461139897,0.772020725388601,0.7772020725388601,Top
Hungary,2023,45,60.66027035,0,HUN,193,0.23316062176165803,0.766839378238342,0.772020725388601,Top
Uruguay,2023,46,60.57175304,0,URY,193,0.23834196891191708,0.7616580310880829,0.7668393782383419,Top
Türkiye,2023,47,60.50820969,0,TUR,193,0.24352331606217617,0.7564766839378239,0.7616580310880829,Top
Latvia,2023,48,60.30099482,0,LVA,193,0.24870466321243523,0.7512953367875648,0.7564766839378239,Top
New Zealand,2023,49,60.18468167,0,NZL,193,0.2538860103626943,0.7461139896373057,0.7512953367875648,Top
Oman,2023,50,58.93723222,0,OMN,193,0.25906735751295334,0.7409326424870466,0.7461139896373057,Top
Bulgaria,2023,51,58.64499758,0,BGR,193,0.26424870466321243,0.7357512953367875,0.7409326424870466,Top
Greece,2023,52,57.94965354,0,GRC,193,0.2694300518134715,0.7305699481865284,0.7357512953367875,Top
Colombia,2023,53,57.85276011,0,COL,193,0.27461139896373055,0.7253886010362695,0.7305699481865285,Top
Argentina,2023,54,57.72417372,0,ARG,193,0.27979274611398963,0.7202072538860104,0.7253886010362695,Top
Jordan,2023,55,56.8468117,0,JOR,193,0.2849740932642487,0.7150259067357513,0.7202072538860104,Top
Bahrain,2023,56,56.13114214,0,BHR,193,0.29015544041450775,0.7098445595854923,0.7150259067357513,Top
Serbia,2023,57,55.57212047,0,SRB,193,0.29533678756476683,0.7046632124352332,0.7098445595854922,Top
Peru,2023,58,54.8722902,0,PER,193,0.3005181347150259,0.6994818652849741,0.7046632124352331,Top
Viet Nam,2023,59,54.48001397,0,VNM,193,0.30569948186528495,0.694300518134715,0.6994818652849741,Top
Ukraine,2023,60,53.28654288,0,UKR,193,0.31088082901554404,0.689119170984456,0.694300518134715,Top
Mauritius,2023,61,53.2671014,0,MUS,193,0.3160621761658031,0.6839378238341969,0.689119170984456,Top
Egypt,2023,62,52.6929229,0,EGY,193,0.32124352331606215,0.6787564766839378,0.6839378238341969,Top
Liechtenstein,2023,63,52.63448412,0,LIE,193,0.32642487046632124,0.6735751295336787,0.6787564766839378,Top
Romania,2023,64,52.31981092,0,ROU,193,0.3316062176165803,0.6683937823834196,0.6735751295336787,Top
Philippines,2023,65,51.97820876,0,PHL,193,0.33678756476683935,0.6632124352331606,0.6683937823834197,Top
Dominican Republic,2023,66,50.71305278,0,DOM,193,0.34196891191709844,0.6580310880829016,0.6632124352331606,Mid
Monaco,2023,67,50.50433586,0,MCO,193,0.3471502590673575,0.6528497409326425,0.6580310880829016,Mid
Mexico,2023,68,50.37334308,0,MEX,193,0.35233160621761656,0.6476683937823835,0.6528497409326425,Mid
Kuwait,2023,69,49.85706104,0,KWT,193,0.35751295336787564,0.6424870466321244,0.6476683937823834,Mid
Croatia,2023,70,49.34199305,0,HRV,193,0.3626943005181347,0.6373056994818653,0.6424870466321243,Mid
Costa Rica,2023,71,49.12279778,0,CRI,193,0.36787564766839376,0.6321243523316062,0.6373056994818653,Mid
Kazakhstan,2023,72,48.55608275,0,KAZ,193,0.37305699481865284,0.6269430051813472,0.6321243523316062,Mid
Azerbaijan,2023,73,48.15205153,0,AZE,193,0.37823834196891193,0.6217616580310881,0.6269430051813472,Mid
Brunei Darussalam,2023,74,48.09942959,0,BRN,193,0.38341968911917096,0.616580310880829,0.6217616580310881,Mid
San Marino,2023,75,48.08421492,0,SMR,193,0.38860103626943004,0.6113989637305699,0.616580310880829,Mid
Lebanon,2023,76,47.61870616,0,LBN,193,0.39378238341968913,0.6062176165803108,0.6113989637305699,Mid
South Africa,2023,77,47.27824677,0,ZAF,193,0.39896373056994816,0.6010362694300518,0.6062176165803109,Mid
Montenegro,2023,78,47.1475604,0,MNE,193,0.40414507772020725,0.5958549222797928,0.6010362694300518,Mid
Nauru,2023,79,46.74580573,0,NRU,193,0.40932642487046633,0.5906735751295337,0.5958549222797928,Mid
Andorra,2023,80,46.25424863,0,AND,193,0.41450777202072536,0.5854922279792747,0.5906735751295337,Mid
Tunisia,2023,81,46.07375273,0,TUN,193,0.41968911917098445,0.5803108808290156,0.5854922279792746,Mid
Bangladesh,2023,82,46.04283084,0,BGD,193,0.42487046632124353,0.5751295336787565,0.5803108808290155,Mid
North Macedonia,2023,83,45.40465829,0,MKD,193,0.43005181347150256,0.5699481865284974,0.5751295336787565,Mid
Rwanda,2023,84,45.38673728,0,RWA,193,0.43523316062176165,0.5647668393782384,0.5699481865284974,Mid
Armenia,2023,85,45.21531546,0,ARM,193,0.44041450777202074,0.5595854922279793,0.5647668393782384,Mid
Panama,2023,86,43.91332742,0,PAN,193,0.44559585492227977,0.5544041450777202,0.5595854922279793,Mid
Uzbekistan,2023,87,43.78954115,0,UZB,193,0.45077720207253885,0.5492227979274611,0.5544041450777202,Mid
Morocco,2023,88,43.33900818,0,MAR,193,0.45595854922279794,0.544041450777202,0.5492227979274611,Mid
Albania,2023,89,43.26239362,0,ALB,193,0.46113989637305697,0.538860103626943,0.5440414507772021,Mid
Republic of Moldova,2023,90,42.97129514,0,MDA,193,0.46632124352331605,0.533678756476684,0.538860103626943,Mid
Senegal,2023,91,42.58345092,0,SEN,193,0.47150259067357514,0.5284974093264249,0.533678756476684,Mid
Pakistan,2023,92,42.20012541,0,PAK,193,0.47668393782383417,0.5233160621761659,0.5284974093264249,Mid
Bahamas,2023,93,42.14236214,0,BHS,193,0.48186528497409326,0.5181347150259068,0.5233160621761658,Mid
Iran (Islamic Republic of),2023,94,42.07324885,0,IRN,193,0.48704663212435234,0.5129533678756477,0.5181347150259067,Mid
Sri Lanka,2023,95,41.8893437,0,LKA,193,0.49222797927461137,0.5077720207253886,0.5129533678756477,Mid
Fiji,2023,96,41.56883237,0,FJI,193,0.49740932642487046,0.5025906735751295,0.5077720207253886,Mid
Benin,2023,97,41.37191592,0,BEN,193,0.5025906735751295,0.49740932642487046,0.5025906735751295,Mid
Jamaica,2023,98,41.31633222,0,JAM,193,0.5077720207253886,0.49222797927461137,0.49740932642487046,Mid
Georgia,2023,99,41.26650193,0,GEO,193,0.5129533678756477,0.4870466321243523,0.49222797927461137,Mid
Ecuador,2023,100,40.83861731,0,ECU,193,0.5181347150259067,0.4818652849740933,0.48704663212435234,Mid
Kenya,2023,101,40.18580433,0,KEN,193,0.5233160621761658,0.4766839378238342,0.48186528497409326,Mid
Barbados,2023,102,40.13321614,0,BRB,193,0.5284974093264249,0.47150259067357514,0.47668393782383417,Mid
Nigeria,2023,103,39.87877496,0,NGA,193,0.533678756476684,0.46632124352331605,0.47150259067357514,Mid
Trinidad and Tobago,2023,104,39.44275869,0,TTO,193,0.538860103626943,0.46113989637305697,0.46632124352331605,Mid
Antigua and Barbuda,2023,105,39.41080516,0,ATG,193,0.5440414507772021,0.4559585492227979,0.46113989637305697,Mid
Saint Kitts and Nevis,2023,106,39.23383354,0,KNA,193,0.5492227979274611,0.4507772020725389,0.45595854922279794,Mid
Belarus,2023,107,39.20286213,0,BLR,193,0.5544041450777202,0.4455958549222798,0.45077720207253885,Mid
Tonga,2023,108,39.00745952,0,TON,193,0.5595854922279793,0.44041450777202074,0.44559585492227977,Mid
Mongolia,2023,109,38.98928752,0,MNG,193,0.5647668393782384,0.43523316062176165,0.44041450777202074,Mid
Botswana,2023,110,38.83923461,0,BWA,193,0.5699481865284974,0.43005181347150256,0.43523316062176165,Mid
Tajikistan,2023,111,38.78247405,0,TJK,193,0.5751295336787565,0.4248704663212435,0.43005181347150256,Mid
Seychelles,2023,112,38.10561952,0,SYC,193,0.5803108808290155,0.4196891191709845,0.42487046632124353,Mid
Tuvalu,2023,113,37.45304448,0,TUV,193,0.5854922279792746,0.4145077720207254,0.41968911917098445,Mid
Bhutan,2023,114,36.87905685,0,BTN,193,0.5906735751295337,0.40932642487046633,0.41450777202072536,Mid
Paraguay,2023,115,36.85412454,0,PRY,193,0.5958549222797928,0.40414507772020725,0.40932642487046633,Mid
Guyana,2023,116,36.7932748,0,GUY,193,0.6010362694300518,0.39896373056994816,0.40414507772020725,Mid
Bosnia and Herzegovina,2023,117,36.48814846,0,BIH,193,0.6062176165803109,0.3937823834196891,0.39896373056994816,Mid
Saint Lucia,2023,118,36.46491071,0,LCA,193,0.6113989637305699,0.3886010362694301,0.39378238341968913,Mid
Cabo Verde,2023,119,36.29975864,0,CPV,193,0.616580310880829,0.383419689119171,0.38860103626943004,Mid
Algeria,2023,120,35.98810889,0,DZA,193,0.6217616580310881,0.37823834196891193,0.38341968911917096,Mid
Guatemala,2023,121,35.75753858,0,GTM,193,0.6269430051813472,0.37305699481865284,0.37823834196891193,Mid
Marshall Islands,2023,122,35.70297129,0,MHL,193,0.6321243523316062,0.36787564766839376,0.37305699481865284,Mid
Cuba,2023,123,35.52053817,0,CUB,193,0.6373056994818653,0.36269430051813467,0.36787564766839376,Mid
Suriname,2023,124,35.51765043,0,SUR,193,0.6424870466321243,0.3575129533678757,0.3626943005181347,Mid
Namibia,2023,125,35.3730031,0,NAM,193,0.6476683937823834,0.3523316062176166,0.35751295336787564,Mid
Bolivia (Plurinational State of),2023,126,35.25033938,0,BOL,193,0.6528497409326425,0.3471502590673575,0.35233160621761656,Mid
Dominica,2023,127,34.81908485,0,DMA,193,0.6580310880829016,0.34196891191709844,0.3471502590673575,Mid
Grenada,2023,128,34.63095618,0,GRD,193,0.6632124352331606,0.33678756476683935,0.34196891191709844,Mid
Belize,2023,129,34.2435614,0,BLZ,193,0.6683937823834197,0.33160621761658027,0.33678756476683935,Mid
Saint Vincent and the Grenadines,2023,130,34.13221331,0,VCT,193,0.6735751295336787,0.3264248704663213,0.3316062176165803,Bottom
Kyrgyzstan,2023,131,34.09800116,0,KGZ,193,0.6787564766839378,0.3212435233160622,0.32642487046632124,Bottom
Uganda,2023,132,33.43858135,0,UGA,193,0.6839378238341969,0.3160621761658031,0.32124352331606215,Bottom
Iraq,2023,133,33.39561913,0,IRQ,193,0.689119170984456,0.31088082901554404,0.3160621761658031,Bottom
State of Palestine,2023,134,33.13922995,0,PSE,193,0.694300518134715,0.30569948186528495,0.31088082901554404,Bottom
Gabon,2023,135,33.09015799,0,GAB,193,0.6994818652849741,0.30051813471502586,0.30569948186528495,Bottom
Lao People's Democratic Republic,2023,136,33.05352563,0,LAO,193,0.7046632124352331,0.2953367875647669,0.3005181347150259,Bottom
United Republic of Tanzania,2023,137,32.86338241,0,TZA,193,0.7098445595854922,0.2901554404145078,0.29533678756476683,Bottom
Côte D'Ivoire,2023,138,32.78138909,0,CIV,193,0.7150259067357513,0.2849740932642487,0.29015544041450775,Bottom
Honduras,2023,139,32.63199659,0,HND,193,0.7202072538860104,0.27979274611398963,0.2849740932642487,Bottom
Ethiopia,2023,140,32.58526198,0,ETH,193,0.7253886010362695,0.27461139896373055,0.27979274611398963,Bottom
Ghana,2023,141,32.58404214,0,GHA,193,0.7305699481865285,0.26943005181347146,0.27461139896373055,Bottom
El Salvador,2023,142,32.57680248,0,SLV,193,0.7357512953367875,0.2642487046632125,0.2694300518134715,Bottom
Zambia,2023,143,32.3597691,0,ZMB,193,0.7409326424870466,0.2590673575129534,0.26424870466321243,Bottom
Vanuatu,2023,144,31.9130512,0,VUT,193,0.7461139896373057,0.2538860103626943,0.25906735751295334,Bottom
Cambodia,2023,145,31.87722576,0,KHM,193,0.7512953367875648,0.24870466321243523,0.2538860103626943,Bottom
Maldives,2023,146,31.71139837,0,MDV,193,0.7564766839378239,0.24352331606217614,0.24870466321243523,Bottom
Samoa,2023,147,31.6611872,0,WSM,193,0.7616580310880829,0.23834196891191706,0.24352331606217617,Bottom
Turkmenistan,2023,148,31.16754399,0,TKM,193,0.7668393782383419,0.23316062176165808,0.23834196891191708,Bottom
Myanmar,2023,149,30.91231228,0,MMR,193,0.772020725388601,0.227979274611399,0.23316062176165803,Bottom
Nepal,2023,150,30.76702139,0,NPL,193,0.7772020725388601,0.2227979274611399,0.22797927461139897,Bottom
Zimbabwe,2023,151,30.70795467,0,ZWE,193,0.7823834196891192,0.21761658031088082,0.22279792746113988,Bottom
Papua New Guinea,2023,152,30.40577065,0,PNG,193,0.7875647668393783,0.21243523316062174,0.21761658031088082,Bottom
Cameroon,2023,153,30.27139432,0,CMR,193,0.7927461139896373,0.20725388601036265,0.21243523316062177,Bottom
Gambia (Republic of The),2023,154,30.25153776,0,GMB,193,0.7979274611398963,0.20207253886010368,0.20725388601036268,Bottom
Djibouti,2023,155,29.94791011,0,DJI,193,0.8031088082901554,0.1968911917098446,0.20207253886010362,Bottom
Nicaragua,2023,156,29.77142753,0,NIC,193,0.8082901554404145,0.1917098445595855,0.19689119170984457,Bottom
Timor-Leste,2023,157,29.76966296,0,TLS,193,0.8134715025906736,0.18652849740932642,0.19170984455958548,Bottom
Togo,2023,158,29.685532,0,TGO,193,0.8186528497409327,0.18134715025906734,0.18652849740932642,Bottom
"Venezuela, Bolivarian Republic of",2023,159,29.20001625,0,VEN,193,0.8238341968911918,0.17616580310880825,0.18134715025906736,Bottom
Angola,2023,160,29.14025605,0,AGO,193,0.8290155440414507,0.17098445595854928,0.17616580310880828,Bottom
Solomon Islands,2023,161,29.08793384,0,SLB,193,0.8341968911917098,0.1658031088082902,0.17098445595854922,Bottom
Madagascar,2023,162,28.47313128,0,MDG,193,0.8393782383419689,0.1606217616580311,0.16580310880829016,Bottom
Equatorial Guinea,2023,163,28.04104529,0,GNQ,193,0.844559585492228,0.15544041450777202,0.16062176165803108,Bottom
Burkina Faso,2023,164,27.49699619,0,BFA,193,0.8497409326424871,0.15025906735751293,0.15544041450777202,Bottom
Mali,2023,165,27.44682921,0,MLI,193,0.8549222797927462,0.14507772020725385,0.15025906735751296,Bottom
Guinea,2023,166,27.44381327,0,GIN,193,0.8601036269430051,0.13989637305699487,0.14507772020725387,Bottom
Kiribati,2023,167,27.40464502,0,KIR,193,0.8652849740932642,0.13471502590673579,0.13989637305699482,Bottom
Mauritania,2023,168,27.09355128,0,MRT,193,0.8704663212435233,0.1295336787564767,0.13471502590673576,Bottom
Eswatini,2023,169,27.05304403,0,SWZ,193,0.8756476683937824,0.12435233160621761,0.12953367875647667,Bottom
Sao Tome and Principe,2023,170,26.86146681,0,STP,193,0.8808290155440415,0.11917098445595853,0.12435233160621761,Bottom
Lesotho,2023,171,26.20904086,0,LSO,193,0.8860103626943006,0.11398963730569944,0.11917098445595854,Bottom
Mozambique,2023,172,25.62313593,0,MOZ,193,0.8911917098445595,0.10880829015544047,0.11398963730569948,Bottom
Libya,2023,173,25.31129372,0,LBY,193,0.8963730569948186,0.10362694300518138,0.10880829015544041,Bottom
Malawi,2023,174,24.8675796,0,MWI,193,0.9015544041450777,0.0984455958549223,0.10362694300518134,Bottom
Sierra Leone,2023,175,24.82502865,0,SLE,193,0.9067357512953368,0.09326424870466321,0.09844559585492228,Bottom
Niger,2023,176,24.70831185,0,NER,193,0.9119170984455959,0.08808290155440412,0.09326424870466321,Bottom
Sudan,2023,177,24.51062958,0,SDN,193,0.917098445595855,0.08290155440414504,0.08808290155440414,Bottom
Congo,2023,178,24.19288771,0,COG,193,0.9222797927461139,0.07772020725388606,0.08290155440414508,Bottom
Guinea Bissau,2023,179,24.11485899,0,GNB,193,0.927461139896373,0.07253886010362698,0.07772020725388601,Bottom
Chad,2023,180,23.43794877,0,TCD,193,0.9326424870466321,0.06735751295336789,0.07253886010362694,Bottom
Comoros,2023,181,22.61922755,0,COM,193,0.9378238341968912,0.06217616580310881,0.06735751295336788,Bottom
Liberia,2023,182,22.24370998,0,LBR,193,0.9430051813471503,0.05699481865284972,0.06217616580310881,Bottom
Somalia,2023,183,21.97865144,0,SOM,193,0.9481865284974094,0.051813471502590636,0.05699481865284974,Bottom
Haiti,2023,184,21.97179066,0,HTI,193,0.9533678756476683,0.04663212435233166,0.05181347150259067,Bottom
Democratic Republic of the Congo,2023,185,21.46831729,0,COD,193,0.9585492227979274,0.041450777202072575,0.046632124352331605,Bottom
Afghanistan,2023,186,21.26871333,0,AFG,193,0.9637305699481865,0.03626943005181349,0.04145077720207254,Bottom
Burundi,2023,187,20.87315154,0,BDI,193,0.9689119170984456,0.031088082901554404,0.03626943005181347,Bottom
Yemen,2023,188,19.88707052,0,YEM,193,0.9740932642487047,0.025906735751295318,0.031088082901554404,Bottom
Central African Republic,2023,189,19.73651251,0,CAF,193,0.9792746113989638,0.020725388601036232,0.025906735751295335,Bottom
