iso3,country_raw,readiness_rank,readiness_score,GOV_WGI_CC_EST,GOV_WGI_PV_EST,GOV_WGI_RL_EST,IP.JRN.ARTC.SC,IT.CEL.SETS.P2,IT.NET.BBND.P2,NY.GDP.PCAP.PP.CD,SE.TER.ENRR,TX.VAL.TECH.MF.ZS,predictor_year,outcome_year,era,region,income_classification
HND,Honduras,134,31.04337178,-1.1204199,-0.806377,-1.1417518,89.88,73.4771659564055,4.0958409901304,6202.980788120369,,1.4495499920382977,2021,2022,0,Latin America & Caribbean,Lower middle income
SLV,El Salvador,135,30.95748673,-0.5616664,-0.222007099999999,-0.83512,33.5,176.973446325336,9.07178351163771,10809.71339951796,30.3043325211094,7.17516150721425,2021,2022,0,Latin America & Caribbean,Upper middle income
CIV,Côte D'Ivoire,136,30.95367673,-0.446876999999999,-0.895587799999999,-0.6527655,394.35,150.343798608733,1.13037781443128,6045.204804908794,10.7725833415282,3.8633664537050194,2021,2022,0,Sub-Saharan Africa,Lower middle income
TLS,Timor-Leste,137,30.86326755,-0.3019067,0.2660158,-0.640091699999999,14.32,102.668836319816,0.0101471033723194,6825.045886307448,,0.0271228875443354,2021,2022,0,East Asia & Pacific,Lower middle income
CMR,Cameroon,138,30.76487031,-1.115647,-1.57868299999999,-1.2194535,1323.23,80.8081013360278,2.23385126289217,4793.556282001956,17.1581831920239,2.1512316696661284,2021,2022,0,Sub-Saharan Africa,Lower middle income
NPL,Nepal,139,30.75440133,-0.624520499999999,-0.2520173,-0.3560122,1627.26,129.645418271275,4.30873475530627,4546.229700062892,15.243139284484,1.247831570758662,2021,2022,0,South Asia,Lower middle income
SLB,Solomon Islands,140,30.57767234,-0.1748432,0.4456005,0.015353,13.72,62.1565164026326,0.131131891144795,2449.870098214515,,,2021,2022,0,East Asia & Pacific,Lower middle income
PNG,Papua New Guinea,141,30.5489561,-0.6567906,-0.747625099999999,-0.6493713,80.07,48.1179470954257,0.209729532794508,3976.903801169556,,40.05406216233834,2021,2022,0,East Asia & Pacific,Lower middle income
WSM,Samoa,142,30.11334049,0.7667536,1.1396511,1.0545903,24.01,32.2763227445165,0.791471566430753,6350.114283532528,19.1409681560724,1.0752843011372046,2021,2022,0,East Asia & Pacific,Upper middle income
BLZ,Belize,143,29.98340518,-0.0899104999999999,0.3568757,-0.527655099999999,11.93,66.7769498110516,9.10594770150703,11716.326781865551,23.6813942822198,0.1916399093921313,2021,2022,0,Latin America & Caribbean,Upper middle income
DJI,Djibouti,144,29.84752363,-0.9086172,-0.5273642,-1.0311038,8.17,43.6423520933817,1.39112845686235,5960.108073968246,,2.6282762117554803,2021,2022,0,Middle East & North Africa,Lower middle income
TGO,Togo,145,29.8249018,-0.6519768,-0.6682329,-0.6328001,123.02,70.4496733018494,0.749325974933037,2638.8109526796325,,0.3260921380959298,2021,2022,0,Sub-Saharan Africa,Low income
ZMB,Zambia,146,29.63139333,-0.6928953,-0.158277199999999,-0.6026535,327.01,103.28257957834,0.411108017009319,3503.034914183715,,0.9531205105768966,2021,2022,0,Sub-Saharan Africa,Lower middle income
VEN,Venezuela,147,29.32769227,-1.58437079999999,-1.2895082,-2.3086878,676.82,60.2344883065715,9.2424360147272,,,,2021,2022,0,Latin America & Caribbean,
ZWE,Zimbabwe,148,29.26484257,-1.1867823,-1.0184197,-1.263628,498.52,90.2538486226365,1.29980547197891,4827.0886936086,,1.0537401042556411,2021,2022,0,Sub-Saharan Africa,Lower middle income
LBY,Libya,149,28.8386696,-1.5502152,-2.2069296,-1.56279409999999,458.51,195.117849246865,4.65300430613124,12641.509771407456,,,2021,2022,0,Middle East & North Africa,Upper middle income
MRT,Mauritania,150,28.40270536,-0.879153,-0.5222228,-0.8740834,36.92,137.540323142707,0.405903092669414,5836.565808218969,,5.076981808043832,2021,2022,0,Sub-Saharan Africa,Lower middle income
NIC,Nicaragua,151,28.33073126,-1.237514,-0.4075357,-1.474372,42.73,93.8165084237294,4.51379519532816,7119.169233600418,,1.217988202251335,2021,2022,0,Latin America & Caribbean,Lower middle income
MDG,Madagascar,152,28.2580958,-0.9473613,-0.4612648,-0.893154,176.01,53.9177233784298,0.104182794544746,1577.432460565288,5.3135678666922,0.4059914364785988,2021,2022,0,Sub-Saharan Africa,Low income
GMB,Gambia,153,27.96448778,-0.3139401,0.0231959,-0.3721489,75.92,108.847403542688,0.194098625393535,2777.79620978324,,0.0007359778735612,2021,2022,0,Sub-Saharan Africa,Low income
KIR,Kiribati,154,27.81847565,0.3344081,1.1647191,1.0695661,2.36,40.9979980837689,0.0864640862459786,3020.4939993569524,,2.2969311405469752,2021,2022,0,East Asia & Pacific,Lower middle income
GIN,Guinea,155,27.81521975,-1.0113603,-1.0159308,-1.003033,53.97,110.185519681138,0.0072936731105539,3738.8051255133023,,,2021,2022,0,Sub-Saharan Africa,Lower middle income
STP,Sao Tome and Principe,156,27.62111982,0.1620477,0.6052679,-0.3937827,3.96,85.2577705092336,1.54216281238596,5732.694560615356,,8.179267482623718,2021,2022,0,Sub-Saharan Africa,Lower middle income
MLI,Mali,157,27.33914838,-0.896400299999999,-2.3319481,-0.882688199999999,137.47,108.693122357196,0.648338018002888,2796.227937954328,,13.885397758683316,2021,2022,0,Sub-Saharan Africa,Low income
COG,Congo,158,26.20229526,-1.34316449999999,-0.517419899999999,-1.23331679999999,89.9,95.8614998889206,0.256899692355108,6263.211612926363,,6.537112474603848,2021,2022,0,Sub-Saharan Africa,Lower middle income
BFA,Burkina Faso,159,26.20130301,-0.2024751,-1.5801637,-0.401084599999999,357.04,112.198419449151,0.0740660150924452,2486.4309314776174,9.30513098594236,2.256539167833058,2021,2022,0,Sub-Saharan Africa,Low income
LSO,Lesotho,160,26.13355368,-0.1543581,-0.1334002,-0.401743299999999,42.41,80.5368195682415,0.353652507890634,2544.7824955121414,,0.0697267831899667,2021,2022,0,Sub-Saharan Africa,Lower middle income
SWZ,Eswatini,161,25.45708209,-0.5806756,-0.428643699999999,-0.6977002,38.27,118.627490794327,2.55280778191155,9990.434919512049,,0.3254456211324775,2021,2022,0,Sub-Saharan Africa,Lower middle income
ETH,Ethiopia,162,25.30098938,-0.4003096,-2.0139565,-0.9484534,5572.61,52.8088633217211,0.399382380284272,2588.413102158837,,8.546588831622683,2021,2022,0,Sub-Saharan Africa,
AGO,Angola,163,24.76924364,-0.6416506,-0.7936068,-1.0980135,40.17,44.3868689341257,0.39092529517689,8862.281333145209,,16.12695404361047,2021,2022,0,Sub-Saharan Africa,Lower middle income
SLE,Sierra Leone,164,24.49171892,-0.478002999999999,-0.2367225,-0.759120999999999,73.66,101.636782141976,0.0022731197902009,2849.388659264359,,,2021,2022,0,Sub-Saharan Africa,Low income
MWI,Malawi,165,24.459898,-0.4316195,-0.102843499999999,-0.2454536,374.94,59.5599408158462,0.0670814931398598,1687.593581796507,2.39798041885226,6.073562308628742,2021,2022,0,Sub-Saharan Africa,Low income
COM,Comoros,166,23.81933921,-1.4088014,-0.3981267,-1.1021442,4.51,104.311430086999,0.150456993255713,3377.885184825867,,0.2068839095744487,2021,2022,0,Sub-Saharan Africa,Lower middle income
NER,Niger,167,23.72363429,-0.5632509,-1.4793091,-0.598975199999999,65.74,61.5063092448251,,1585.5992202118823,,32.36995874764103,2021,2022,0,Sub-Saharan Africa,Low income
GNB,Guinea Bissau,168,22.82405378,-1.21682239999999,-0.3001867,-1.2016468,14.28,108.62961248586,0.160430067207715,2522.767643025207,,,2021,2022,0,Sub-Saharan Africa,Low income
SDN,Sudan,169,22.5547595,-1.292527,-1.7826483,-1.3405003,531.71,71.767230205952,0.0632992450276202,3248.9755859375,,,2021,2022,0,Sub-Saharan Africa,Low income
MOZ,Mozambique,170,22.54020961,-0.809070699999999,-1.2675269,-1.0487663,219.18,43.1636190464176,0.206558007808804,1457.2354093092151,,1.5990396278462573,2021,2022,0,Sub-Saharan Africa,Low income
LBR,Liberia,171,22.09001172,-0.9896145,-0.2103506,-0.8429491,25.33,31.429900768597,0.247180102838331,1539.20892304674,,7.934965405129269,2021,2022,0,Sub-Saharan Africa,Low income
TCD,Chad,172,20.57569578,-1.4920803,-1.689273,-1.34307209999999,27.43,58.0323175441615,0.0,2435.0727465109894,,,2021,2022,0,Sub-Saharan Africa,Low income
BDI,Burundi,173,20.52919336,-1.390618,-1.37835589999999,-1.3122824,29.42,59.700785493419,0.0304886490520483,1035.5385738493778,,0.250001784207837,2021,2022,0,Sub-Saharan Africa,Low income
COD,Democratic Republic of the Congo,174,20.21793742,-1.50417239999999,-1.6314631,-1.53122649999999,205.52,47.2882541992485,0.0312660957356555,1402.3856029522096,,0.0782346689876281,2021,2022,0,Sub-Saharan Africa,Low income
ERI,Eritrea,175,20.16632518,-1.36851339999999,-1.02707899999999,-1.6516587,32.01,53.7582573847458,0.149245578525113,,,,2021,2022,0,Sub-Saharan Africa,Low income
CAF,Central African Republic,176,19.90049863,-1.316273,-2.1689304,-1.5476834,17.31,35.8169832358522,0.0097611549069853,1128.5523799645855,,7.669124470247622,2021,2022,0,Sub-Saharan Africa,Low income
SSD,South Sudan,177,19.45429849,-1.82343179999999,-2.21948739999999,-1.97781689999999,14.73,30.151042999214,0.0018406409848165,,,,2021,2022,0,Sub-Saharan Africa,Low income
HTI,Haiti,178,18.60688175,-1.4853353,-1.2132391,-1.392161,40.71,64.3451990252656,0.272537391690564,3145.006810572685,,,2021,2022,0,Latin America & Caribbean,Lower middle income
YEM,Yemen,179,17.3219318,-1.5920705,-2.6676713,-1.8471399,392.24,47.8090200303014,1.09217148089821,,,,2021,2022,0,Middle East & North Africa,Low income
SYR,Syrian Arab Republic,180,16.04024825,-1.79070699999999,-2.37452369999999,-1.8887237,538.61,78.5558300193552,7.28562915466706,4592.83860100874,,,2021,2022,0,Middle East & North Africa,Low income
AFG,Afghanistan,181,13.45795858,-1.22202489999999,-2.4506389,-1.7202682,168.21,56.6944760468967,0.066424315829547,2144.166570028188,,,2021,2022,0,South Asia,Low income
USA,United States of America,1,84.79617127,1.2023562,-0.1626087,1.0518325,447538.91,108.785640656159,37.4887954801437,77860.91129088482,79.361930847168,20.578983300737853,2022,2023,0,North America,High income
SGP,Singapore,2,81.97096482,2.0329943,1.164789,1.4279068,12402.6,173.005291258141,27.5510032505086,143094.94989695883,98.02222650098,56.82691898762432,2022,2023,0,East Asia & Pacific,High income
GBR,United Kingdom of Great Britain and Northern Ireland,3,78.57223041,1.6352771,0.3676912,1.2994581,101776.16,119.833999505569,41.2867157729584,59021.57218059142,79.7695083618164,27.15977081923476,2022,2023,0,Europe & Central Asia,High income
FIN,Finland,4,77.36514132,2.1894699,1.0892287,1.9939363,11543.1,128.023293416281,34.2951599474189,62133.13752199117,104.944221496582,9.62392843667484,2022,2023,0,Europe & Central Asia,High income
CAN,Canada,5,77.0688933,1.651994,0.5074459,1.5052581,66751.03,91.2386689983444,42.1792116530791,63944.10501006869,78.8488311767578,15.148976538046844,2022,2023,0,North America,High income
FRA,France,6,76.0747579,1.3856444,0.0198376,1.0195192,65197.8,115.950519429629,48.250226559098,57042.944901377225,71.5107269287109,21.92646112571559,2022,2023,0,Europe & Central Asia,High income
KOR,Republic of Korea,7,75.64511212,0.8217095,0.855673,1.1662138,71998.13,148.68360770138,45.4542124182774,55509.33687611736,102.813056945801,36.11827893121698,2022,2023,0,East Asia & Pacific,High income
DEU,Germany,8,75.26152044,1.8224098,0.5284799,1.5810518,112300.79,124.158264349285,44.6186317766404,69048.98840368852,77.3656997680664,17.49815055736594,2022,2023,0,Europe & Central Asia,High income
JPN,Japan,9,75.07579217,1.4419346,1.2758787,1.5084676,102422.96,168.602943650636,36.8414210393741,47192.05006033716,63.3752288818359,18.259261535190227,2022,2023,0,East Asia & Pacific,High income
NLD,Netherlands,10,74.46899594,1.9175777,0.6252296,1.7289109,32878.0,115.8205562749,43.5643185557355,78630.35990720983,,21.957838012434244,2022,2023,0,Europe & Central Asia,High income
DNK,Denmark,11,73.91202307,2.3022376,0.8416401,2.0023268,15700.65,126.48354098254,44.8863644064006,78913.65349131271,84.5866088867188,15.988289228272013,2022,2023,0,Europe & Central Asia,High income
AUS,Australia,12,73.8886426,1.7288156,0.9015353,1.471946,58183.41,109.469171081514,36.3933201898066,66103.17970669566,106.240760803223,25.83187041162716,2022,2023,0,East Asia & Pacific,High income
NOR,Norway,13,72.71208818,2.0332101,0.9197731,1.9409153,13494.16,111.657196221742,45.6644653158508,125489.54893560216,97.6419830322266,23.884946045033782,2022,2023,0,Europe & Central Asia,High income
SWE,Sweden,14,72.55428782,2.0255279,0.9419053,1.7381383,21514.5,140.781664517726,40.6093424279832,67075.6762724717,83.8976135253906,17.256654136370216,2022,2023,0,Europe & Central Asia,High income
AUT,Austria,15,72.36579509,1.3678343,0.6005165,1.6419642,14103.32,121.16645744796,29.2342573265435,72065.49742701056,94.5116882324219,14.914170247260156,2022,2023,0,Europe & Central Asia,High income
CHN,China,16,70.94344937,0.0432332,-0.249058199999999,-0.563864399999999,885962.5,124.195248970763,41.3736197056022,23032.17662711428,71.5799465086024,27.765061256315583,2022,2023,0,East Asia & Pacific,Upper middle income
EST,Estonia,17,70.86482958,1.5957125,0.8742633,1.5220957,1791.71,152.270772859015,39.7219150412824,48217.552310602834,71.4251937866211,18.01864383156159,2022,2023,0,Europe & Central Asia,High income
ARE,United Arab Emirates,18,70.42303308,1.0223468,0.883216,0.409903,6147.28,195.624592490241,36.8485872897377,75071.65863003506,60.4188226013954,9.287760224389102,2022,2023,0,Middle East & North Africa,High income
IRL,Ireland,20,69.82192222,1.6463639,0.8053599,1.5040267,8811.1,110.608851322579,31.5362809040128,138522.5178002039,77.5933380126953,46.7867801497714,2022,2023,0,Europe & Central Asia,High income
ISL,Iceland,21,69.5940496,1.6495728,1.2672872,1.5968615,746.67,120.114839781678,37.4212579793667,75332.8528345867,84.985237121582,33.31162925425808,2022,2023,0,Europe & Central Asia,High income
LUX,Luxembourg,22,69.40775632,1.9674109,1.0244114,1.7477473,1158.62,139.651285065505,38.3269581349215,146919.14539849444,21.032600402832,5.990460389365796,2022,2023,0,Europe & Central Asia,High income
MYS,Malaysia,23,68.7072292,0.3710292,0.2483001,0.2952941,23520.32,138.208441079076,12.1753566089982,34419.86849756656,36.9853099297291,58.28182440314864,2022,2023,0,East Asia & Pacific,Upper middle income
CHE,Switzerland,24,68.5683896,2.0949429,1.0254452,1.7793511,23935.67,123.971228075124,46.6747503634479,94421.4576550424,74.1526794433594,29.988139797666413,2022,2023,0,Europe & Central Asia,High income
PRT,Portugal,25,68.28168555,0.7860609,0.8869409,1.1256864,18212.56,122.80130896654,42.937003513367,45250.01487598647,75.0714797973633,6.99049160072585,2022,2023,0,Europe & Central Asia,High income
ITA,Italy,26,67.62584509,0.5738577,0.4124684,0.5739685,83236.9,131.673965640047,31.19136706407,57260.89453724933,73.8962097167969,9.15916231271025,2022,2023,0,Europe & Central Asia,High income
ESP,Spain,27,67.47437476,0.7816745,0.1569762,0.9606357,61269.93,123.399528756795,35.7846414290159,51398.93104034071,95.0271606445312,12.583718791138846,2022,2023,0,Europe & Central Asia,High income
BEL,Belgium,28,67.28440384,1.5774306,0.2465264,1.3398087,17124.05,101.680355820653,43.5657139519422,69128.13888838432,83.5736465454102,22.817913517326545,2022,2023,0,Europe & Central Asia,High income
SAU,Saudi Arabia,29,67.04188134,0.2767396,-0.3617761,0.0393234,22901.43,149.79788255308,41.8230078726101,71968.07495588803,73.7492065429688,0.2952734306819504,2022,2023,0,Middle East & North Africa,High income
ISR,Israel,30,65.4642356,0.8878345,-0.904996799999999,0.8010265,14331.79,151.1379631075,29.1676695245416,53619.06809950952,58.9500617980957,29.109054041052342,2022,2023,0,Middle East & North Africa,High income
CZE,Czechia,31,65.17046981,0.8031753,0.9957469,1.1392733,14098.3,128.105295003482,37.7136856539825,52946.966085446205,70.8145904541016,21.835361895952587,2022,2023,0,Europe & Central Asia,High income
BRA,Brazil,32,63.69915943,-0.4562788,-0.415796899999999,-0.4398335,62659.84,101.245468903076,20.9534469027015,19876.85335313965,61.0000915527344,9.11134627987528,2022,2023,0,Latin America & Caribbean,Upper middle income
MLT,Malta,33,63.64436289,0.4469911,0.9316852,0.8543614,593.4,132.861156549134,43.4449972737186,60588.889059179375,74.5901336669922,38.96158518861868,2022,2023,0,Middle East & North Africa,High income
QAT,Qatar,34,63.586363,0.8197673,0.9163182,0.5977458,2451.09,162.248539735277,12.6414412670206,122920.54329029,35.0854901088778,2.859699412733962,2022,2023,0,Middle East & North Africa,High income
LTU,Lithuania,35,63.33225365,0.855068,0.963939,1.228331,2698.05,135.834150715729,28.4400438919259,50936.00495474423,76.9154586791992,12.99639413336345,2022,2023,0,Europe & Central Asia,High income
POL,Poland,36,63.09568429,0.6673922,0.537484,0.3545463,31398.78,137.002148115476,23.8373449056172,46777.55245191616,75.2911071777344,11.632587777275518,2022,2023,0,Europe & Central Asia,High income
THA,Thailand,37,63.03262655,-0.403978499999999,-0.5671596,-0.2682159,17363.34,176.22279253783,17.5125815621477,22243.074772702603,43.29484965617,25.8377488104933,2022,2023,0,East Asia & Pacific,Upper middle income
RUS,Russian Federation,38,62.92297762,-0.772806099999999,-0.740939599999999,-1.0548583,83451.32,168.475831268436,24.6345568628262,40938.98828125,53.9151941239211,,2022,2023,0,Europe & Central Asia,High income
SVN,Slovenia,39,62.63475187,0.7480799,0.7749516,0.9211902,3741.92,126.45918075971,32.0104972135392,52347.10972653797,82.3922576904297,8.569786439242128,2022,2023,0,Europe & Central Asia,High income
IND,India,40,62.57800735,-0.2924866,-0.7535037,-0.1104884,200488.43,80.1818007717416,2.35231555917724,9207.127430401446,32.6703053423023,12.682279480728722,2022,2023,0,South Asia,Lower middle income
CHL,Chile,41,61.94839002,1.1452971,-0.004406,0.7437613,8443.63,135.114280974065,22.7901897178525,30932.0010873677,99.3372802734375,6.936726841166927,2022,2023,0,Latin America & Caribbean,High income
IDN,Indonesia,42,61.03492368,-0.3702139,-0.7624666,-0.1291182,26452.38,122.873012230307,4.82151507878823,14284.929293132958,42.3260385456152,8.308193067098319,2022,2023,0,East Asia & Pacific,Upper middle income
CYP,Cyprus,43,60.84003033,0.5652889,0.3811357,0.7642266,1725.47,146.71583605521,36.7656727425982,55876.17578125,105.384979248047,17.659598122901116,2022,2023,0,Europe & Central Asia,High income
SVK,Slovakia,44,60.73476979,0.3774853,0.5294743,0.5921835,5067.03,136.029289645522,33.9988127597088,41562.149779391286,52.4959106445312,8.490416014205971,2022,2023,0,Europe & Central Asia,High income
HUN,Hungary,45,60.66027035,0.0402617,0.6701403,0.2426218,8168.57,105.793848314995,36.5338104764554,44365.91081283429,60.2746810913086,18.40489172584307,2022,2023,0,Europe & Central Asia,High income
URY,Uruguay,46,60.57175304,1.6139339,1.3035622,0.9765591,1076.04,139.828801269747,33.4865565704576,33000.918699951035,76.3977408357972,9.55160023287408,2022,2023,0,Latin America & Caribbean,High income
TUR,Türkiye,47,60.50820969,-0.4324578,-0.935033599999999,-0.7798318,49827.29,103.720593629066,21.8230372591075,39564.110326733295,127.577972412109,3.6640355487946232,2022,2023,0,Europe & Central Asia,Upper middle income
LVA,Latvia,48,60.30099482,0.8238921,0.7798656,1.0087817,1655.62,115.202627450543,25.989241189689,40558.749584112185,91.3303680419922,17.550589370940063,2022,2023,0,Europe & Central Asia,High income
NZL,New Zealand,49,60.18468167,2.0822927,1.2327589,1.7220184,8700.7,115.984187800849,36.3044927893768,54033.91301256506,77.0104675292969,12.054341542288812,2022,2023,0,East Asia & Pacific,High income
OMN,Oman,50,58.93723222,0.0212395,0.4399615,0.3524322,1487.22,136.800571561762,10.8833264083829,42616.33489558685,,7.619869533224779,2022,2023,0,Middle East & North Africa,High income
BGR,Bulgaria,51,58.64499758,-0.1369351,0.3269733,-0.0998029,4858.97,116.679163253179,34.9667968772891,36320.14222951922,84.1293563842773,10.38267754185687,2022,2023,0,Europe & Central Asia,High income
GRC,Greece,52,57.94965354,0.3224993,0.236947,0.4892737,13922.21,109.026956114201,42.923040428409,39612.44063779162,166.389556884766,14.470865176220707,2022,2023,0,Europe & Central Asia,High income
COL,Colombia,53,57.85276011,-0.256400299999999,-0.809182,-0.5296476,9305.41,156.195161137443,17.007465545983,20854.002999162018,59.2901382446289,8.401826371864393,2022,2023,0,Latin America & Caribbean,Upper middle income
ARG,Argentina,54,57.72417372,-0.3402325,0.0576438,-0.2913485,9086.96,131.483556254876,24.6831785056628,29808.807346800702,107.103901423423,4.751575243385936,2022,2023,0,Latin America & Caribbean,Upper middle income
JOR,Jordan,55,56.8468117,0.0226578,-0.311462199999999,0.0764869,4732.04,67.7457074341635,7.0736531298176,9927.234100250598,32.5119829829151,1.4496882666855757,2022,2023,0,Middle East & North Africa,Lower middle income
BHR,Bahrain,56,56.13114214,0.144834,-0.482549599999999,0.0328686,613.67,139.636142863944,18.0025680504011,61677.6538492695,50.3073760962771,0.5699591963159788,2022,2023,0,Middle East & North Africa,High income
SRB,Serbia,57,55.57212047,-0.484904899999999,-0.0525867,-0.1559554,4938.83,129.813149647571,29.3457941392192,26142.82792376653,69.8046798706055,,2022,2023,0,Europe & Central Asia,Upper middle income
PER,Peru,58,54.8722902,-0.641561199999999,-0.6566212,-0.487251699999999,4643.53,124.119322949561,9.45023631953673,16669.156148676902,,4.589466164395387,2022,2023,0,Latin America & Caribbean,Upper middle income
VNM,Viet Nam,59,54.48001397,-0.2459866,0.1227944,-0.3368491,9672.57,137.852422819653,21.3681380805533,13905.153687521612,44.7536854027422,42.689178907016,2022,2023,0,East Asia & Pacific,Lower middle income
UKR,Ukraine,60,53.28654288,-0.683771799999999,-1.05075649999999,-0.742306199999999,14645.92,120.261144906234,17.5398140646824,14770.0712890625,,5.736135656230187,2022,2023,0,Europe & Central Asia,Upper middle income
MUS,Mauritius,61,53.2671014,0.3948817,0.8607357,0.6838381,247.88,164.309278835228,26.1963906498554,26874.489992759285,44.2026816403629,2.067079625286801,2022,2023,0,Sub-Saharan Africa,Upper middle income
EGY,Egypt,62,52.6929229,-0.7776624,-0.9542974,-0.772813099999999,22502.97,90.6794715776528,10.6832498285136,17526.801703016554,36.462230682373,3.4020498750804142,2022,2023,0,Middle East & North Africa,Lower middle income
LIE,Liechtenstein,63,52.63448412,1.7550868,1.5871411,1.7279582,44.58,126.306686674975,48.9304880840349,,,,2022,2023,0,Europe & Central Asia,High income
ROU,Romania,64,52.31981092,0.0662149,0.5499041,0.4352333,10478.75,121.14194294167,33.2115600895132,41979.25867670866,58.2390403747559,11.857337556020038,2022,2023,0,Europe & Central Asia,High income
PHL,Philippines,65,51.97820876,-0.5774689,-0.899042399999999,-0.6321996,4283.9,147.428926406785,7.63946525096298,10131.34636979404,38.4011392706768,66.61109219637783,2022,2023,0,East Asia & Pacific,Lower middle income
DOM,Dominican Republic,66,50.71305278,-0.422172599999999,0.4914554,-0.2774196,110.33,90.3760163850377,10.6744492390257,24625.808856403743,55.1665311527454,6.018790558768618,2022,2023,0,Latin America & Caribbean,Upper middle income
MCO,Monaco,67,50.50433586,1.1763452,1.3786309,1.3462901,57.39,100.061647530246,55.2284811589736,,,,2022,2023,0,Europe & Central Asia,High income
MEX,Mexico,68,50.37334308,-0.8757541,-0.5890439,-1.0822517,19740.68,105.720624125765,20.6070256426489,23135.49316012762,46.4061317443848,20.53436922578491,2022,2023,0,Latin America & Caribbean,Upper middle income
KWT,Kuwait,69,49.85706104,0.0771437,0.1041664,0.2236666,1245.88,168.350157565806,1.36328249349441,55043.00226358495,,0.7163548082807456,2022,2023,0,Middle East & North Africa,High income
HRV,Croatia,70,49.34199305,0.1067785,0.7321186,0.4345096,5488.61,114.677195729643,27.6606739600213,42125.07269309308,80.7626724243164,12.063854042863776,2022,2023,0,Europe & Central Asia,High income
CRI,Costa Rica,71,49.12279778,0.5669805,1.1460641,0.6675589,725.44,136.518375013406,21.7575979999075,26226.27548159493,,21.974896001181843,2022,2023,0,Latin America & Caribbean,High income
KAZ,Kazakhstan,72,48.55608275,-0.1920096,-0.5795614,-0.440637699999999,3211.19,125.641583521795,14.4739535470844,35895.08398716668,57.2459264222925,32.26664971102692,2022,2023,0,Europe & Central Asia,Upper middle income
AZE,Azerbaijan,73,48.15205153,-0.8302212,-0.542048099999999,-0.5484749,1155.81,107.506296074404,20.3655958095069,22552.088656052303,41.0017793895325,3.912944162002704,2022,2023,0,Europe & Central Asia,Upper middle income
BRN,Brunei Darussalam,74,48.09942959,1.1825406,1.175984,0.6385844,375.4,116.108439291126,19.8049937413532,81801.7459224403,31.1925368707703,1.0442596038317469,2022,2023,0,East Asia & Pacific,High income
SMR,San Marino,75,48.08421492,1.1763452,1.3786309,1.2429348,18.84,120.269873863303,35.7876210032268,75941.48990901622,53.7988826815642,,2022,2023,0,Europe & Central Asia,High income
LBN,Lebanon,76,47.61870616,-1.21762979999999,-1.34257539999999,-1.0323318,1990.44,74.0148340435503,7.29166684799988,12292.840730550111,58.1761149059991,15.133219943969994,2022,2023,0,Middle East & North Africa,Lower middle income
ZAF,South Africa,77,47.27824677,-0.1634734,-0.6842882,0.0341024,15880.81,160.728511675754,3.12297476001713,14749.047804530075,23.7271036201865,5.521969233363529,2022,2023,0,Sub-Saharan Africa,Upper middle income
MNE,Montenegro,78,47.1475604,-0.0127453999999999,0.0236518,-0.0546103999999999,266.88,207.278149444886,31.8922375082974,28049.6156106324,57.4317893981934,8.210195069707302,2022,2023,0,Europe & Central Asia,Upper middle income
NRU,Nauru,79,46.74580573,0.4459534,0.9276426,0.3476922,0.27,87.1705787645115,9.95678332344717,13245.109456261936,,,2022,2023,0,East Asia & Pacific,High income
AND,Andorra,80,46.25424863,,,,9.09,142.426447525249,51.2050686907973,68470.0759483848,34.6414389161411,13.307661357266516,2022,2023,0,Europe & Central Asia,High income
TUN,Tunisia,81,46.07375273,-0.1992466,-0.7395623,-0.236793299999999,5501.68,131.875365428496,13.9309222767522,13618.53899186514,37.1276893615723,7.189886086144299,2022,2023,0,Middle East & North Africa,Lower middle income
BGD,Bangladesh,82,46.04283084,-1.17834859999999,-1.0954422,-0.973641299999999,7255.24,109.8665408168,7.17020479104462,8450.549025339405,23.5005059888653,,2022,2023,0,South Asia,Lower middle income
MKD,North Macedonia,83,45.40465829,-0.332673,0.3218511,-0.1802257,534.99,111.303079555687,28.0035734605346,24212.281888533133,53.1601181030273,4.014984905959554,2022,2023,0,Europe & Central Asia,Upper middle income
RWA,Rwanda,84,45.38673728,0.5279544,0.0294569,0.0067627,360.56,80.5952224850433,0.349951615372613,3098.6770063499434,7.41325884733851,4.7847297958567205,2022,2023,0,Sub-Saharan Africa,Low income
ARM,Armenia,85,45.21531546,0.0574942,-0.3556235,-0.2386468,674.73,130.540072214196,17.7300708049016,19161.37005141889,57.1818422625098,21.84752834353729,2022,2023,0,Europe & Central Asia,Upper middle income
PAN,Panama,86,43.91332742,-0.562926599999999,0.428471,-0.214656799999999,370.87,152.062171804817,16.3861439797054,36333.12691843586,57.8162831217614,0.2336245483884281,2022,2023,0,Latin America & Caribbean,High income
UZB,Uzbekistan,87,43.78954115,-0.699129999999999,-0.2325524,-0.6719908,2091.27,105.471643327627,25.7992232452287,10292.530942748535,31.701936179599,1.41210240735451,2022,2023,0,Europe & Central Asia,Lower middle income
MAR,Morocco,88,43.33900818,-0.4879114,-0.492008,-0.4491939,7952.97,141.870002419562,6.47150166958379,9310.0322265625,45.9400219155138,4.498382084083878,2022,2023,0,Middle East & North Africa,Lower middle income
ALB,Albania,89,43.26239362,-0.500456,0.0115425,-0.1309656,242.18,98.3950391992101,20.6989441252111,22138.418285734453,62.647921513098,0.0596409977568036,2022,2023,0,Europe & Central Asia,Upper middle income
